tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
ad-test,medium,shift,1,ar1-n0.6,,15,5000,true,1.000000,,0,10000,"A²=206.4520, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,1,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
mona,medium,shift,1,ar1-n0.6,,15,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
ks-test,medium,shift,1,ar1-n0.6,,2,5000,true,1.000000,,1,10000,"D=0.1792, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,2,5000,true,1.000000,,0,10000,"A²=227.1153, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,2,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
ks-test,medium,shift,1,ar1-n0.3,,7,5000,true,1.000000,,3,10000,"D=0.1776, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.3,,7,5000,true,1.000000,,0,10000,"A²=226.9188, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.3,,7,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
dudect,medium,shift,1,ar1-n0.3,,1,5000,true,,,4,10000,"max|t|=21.03, tau=-0.2103, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.3,,1,5000,true,,,0,10000,"|t|=21.03, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,12,5000,true,1.000000,,4,10000,"D=0.1828, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,12,5000,true,1.000000,,0,10000,"A²=222.0641, p=0.0000, alpha=0.05",fail
ks-test,medium,shift,1,ar1-n0.3,,1,5000,true,1.000000,,1,10000,"D=0.1642, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,12,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
ad-test,medium,shift,1,ar1-n0.3,,1,5000,true,1.000000,,0,10000,"A²=201.3560, p=0.0000, alpha=0.05",fail
dudect,medium,shift,1,ar1-n0.6,,6,5000,true,,,5,10000,"max|t|=22.51, tau=-0.2251, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,6,5000,true,,,0,10000,"|t|=22.51, threshold=4.5",fail
mona,medium,shift,1,ar1-n0.3,,1,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
ks-test,medium,shift,1,ar1-n0.6,,6,5000,true,1.000000,,1,10000,"D=0.1772, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,6,5000,true,1.000000,,0,10000,"A²=228.5098, p=0.0000, alpha=0.05",fail
dudect,medium,shift,1,ar1-n0.6,,13,5000,true,,,8,10000,"max|t|=22.04, tau=-0.2204, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,13,5000,true,,,0,10000,"|t|=22.04, threshold=4.5",fail
mona,medium,shift,1,ar1-n0.6,,6,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
ks-test,medium,shift,1,ar1-n0.6,,13,5000,true,1.000000,,1,10000,"D=0.1828, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,13,5000,true,1.000000,,0,10000,"A²=230.6055, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,13,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
tacet,medium,shift,1,ar1-n0.6,0.4,14,5000,true,1.000000,,341,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.3,0.4,20,5000,true,1.000000,,344,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,0,5000,true,1.000000,,346,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,25,5000,true,1.000000,,355,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,3,5000,true,1.000000,,372,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,3,5000,true,,,5,10000,"max|t|=22.80, tau=-0.2280, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,3,5000,true,,,0,10000,"|t|=22.80, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,3,5000,true,1.000000,,1,10000,"D=0.1840, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,3,5000,true,1.000000,,0,10000,"A²=237.5689, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,3,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
tacet,medium,shift,1,ar1-n0.6,100,14,5000,true,1.000000,,365,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,14,5000,true,,,3,10000,"max|t|=21.82, tau=-0.2182, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,14,5000,true,,,0,10000,"|t|=21.82, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,14,5000,true,1.000000,,1,10000,"D=0.1718, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,14,5000,true,1.000000,,0,10000,"A²=216.9660, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,14,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
tacet,medium,shift,1,ar1-n0.6,100,0,5000,true,1.000000,,369,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,0,5000,true,,,3,10000,"max|t|=22.16, tau=-0.2216, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,0,5000,true,,,0,10000,"|t|=22.16, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,0,5000,true,1.000000,,1,10000,"D=0.1778, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,0,5000,true,1.000000,,0,10000,"A²=230.8976, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,0,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
tacet,medium,shift,1,ar1-n0.3,100,20,5000,true,1.000000,,377,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.3,,20,5000,true,,,9,10000,"max|t|=21.80, tau=-0.2180, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.3,,20,5000,true,,,0,10000,"|t|=21.80, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.3,,20,5000,true,1.000000,,2,10000,"D=0.1812, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.3,,20,5000,true,1.000000,,0,10000,"A²=226.8222, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.3,,20,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
tacet,medium,shift,1,ar1-n0.6,100,25,5000,true,1.000000,,383,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,25,5000,true,,,8,10000,"max|t|=22.37, tau=-0.2237, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,25,5000,true,,,0,10000,"|t|=22.37, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,25,5000,true,1.000000,,2,10000,"D=0.1844, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,25,5000,true,1.000000,,0,10000,"A²=235.3102, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,25,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
rtlf-native,medium,shift,1,ar1-n0.3,,7,5000,true,0.910000,,3070,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.86",fail
rtlf-native,medium,shift,1,ar1-n0.6,,15,5000,true,0.910000,,3225,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.67",fail
rtlf-native,medium,shift,1,ar1-n0.6,,12,5000,true,0.910000,,3267,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.19",fail
rtlf-native,medium,shift,1,ar1-n0.6,,6,5000,true,0.910000,,3264,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.00",fail
rtlf-native,medium,shift,1,ar1-n0.6,,2,5000,true,0.910000,,3315,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.19",fail
rtlf-native,medium,shift,1,ar1-n0.6,,1,5000,true,0.910000,,3322,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.26",fail
rtlf-native,medium,shift,1,ar1-n0.6,,18,5000,true,0.910000,,3334,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.90",fail
rtlf-native,medium,shift,1,ar1-n0.6,,13,5000,true,0.910000,,3327,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.14",fail
silent-native,medium,shift,1,ar1-n0.3,,7,5000,false,0.050000,,263,10000,"diff=154.5ns, CI_lower=143.2ns, Δ=174.9ns",pass
rtlf-native,medium,shift,1,ar1-n0.3,,1,5000,true,0.910000,,3378,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.96",fail
silent-native,medium,shift,1,ar1-n0.6,,15,5000,false,0.050000,,213,10000,"diff=146.4ns, CI_lower=135.0ns, Δ=176.1ns",pass
silent-native,medium,shift,1,ar1-n0.6,,12,5000,false,0.050000,,213,10000,"diff=151.8ns, CI_lower=140.3ns, Δ=173.7ns",pass
silent-native,medium,shift,1,ar1-n0.6,,6,5000,false,0.050000,,231,10000,"diff=157.0ns, CI_lower=144.8ns, Δ=174.3ns",pass
silent-native,medium,shift,1,ar1-n0.6,,1,5000,false,0.050000,,253,10000,"diff=145.6ns, CI_lower=134.3ns, Δ=172.5ns",pass
silent-native,medium,shift,1,ar1-n0.6,,18,5000,false,0.050000,,245,10000,"diff=153.2ns, CI_lower=141.8ns, Δ=172.4ns",pass
silent-native,medium,shift,1,ar1-n0.6,,13,5000,false,0.050000,,247,10000,"diff=154.0ns, CI_lower=142.6ns, Δ=174.7ns",pass
rtlf-native,medium,shift,1,ar1-n0.6,,3,5000,true,0.910000,,3215,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.14",fail
silent-native,medium,shift,1,ar1-n0.6,,2,5000,false,0.050000,,289,10000,"diff=152.7ns, CI_lower=141.4ns, Δ=174.6ns",pass
silent-native,medium,shift,1,ar1-n0.3,,1,5000,false,0.050000,,269,10000,"diff=145.9ns, CI_lower=134.2ns, Δ=173.5ns",pass
tacet,medium,shift,1,ar1-n0.3,0.4,8,5000,true,1.000000,,324,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,16,5000,true,1.000000,,344,5000,"Fail (P=100.0%, StandardRemote)",fail
silent-native,medium,shift,1,ar1-n0.6,,3,5000,false,0.050000,,244,10000,"diff=157.6ns, CI_lower=146.3ns, Δ=172.8ns",pass
tacet,medium,shift,1,ar1-n0.6,0.4,7,5000,true,1.000000,,349,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,13,5000,true,1.000000,,371,5000,"Fail (P=100.0%, StandardRemote)",fail
rtlf-native,medium,shift,1,ar1-n0.6,,14,5000,true,0.910000,,3225,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.33",fail
tacet,medium,shift,1,ar1-n0.6,0.4,19,5000,true,1.000000,,357,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,2,5000,true,1.000000,,384,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,3,5000,true,1.000000,,355,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,20,5000,true,,,3,10000,"max|t|=21.71, tau=-0.2171, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,20,5000,true,,,0,10000,"|t|=21.71, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,20,5000,true,1.000000,,1,10000,"D=0.1752, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,20,5000,true,1.000000,,0,10000,"A²=225.6398, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,20,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
rtlf-native,medium,shift,1,ar1-n0.6,,25,5000,true,0.910000,,3221,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.36",fail
tacet,medium,shift,1,ar1-n0.3,0.4,2,5000,true,1.000000,,319,5000,"Fail (P=100.0%, StandardRemote)",fail
rtlf-native,medium,shift,1,ar1-n0.6,,0,5000,true,0.910000,,3290,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.10",fail
tacet,medium,shift,1,ar1-n0.3,100,8,5000,true,1.000000,,354,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.3,,8,5000,true,,,4,10000,"max|t|=21.28, tau=-0.2128, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.3,,8,5000,true,,,0,10000,"|t|=21.28, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.3,,8,5000,true,1.000000,,1,10000,"D=0.1726, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.3,,8,5000,true,1.000000,,0,10000,"A²=210.9837, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.3,,8,5000,true,,,0,10000,non-overlapping box found at [6-11%],fail
rtlf-native,medium,shift,1,ar1-n0.3,,20,5000,true,0.910000,,3322,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.40",fail
tacet,medium,shift,1,ar1-n0.6,100,16,5000,true,1.000000,,318,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,16,5000,true,,,5,9990,"max|t|=21.12, tau=-0.2113, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,16,5000,true,,,0,10000,"|t|=21.07, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,16,5000,true,1.000000,,1,10000,"D=0.1686, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,16,5000,true,1.000000,,0,10000,"A²=205.8297, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,16,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
tacet,medium,shift,1,ar1-n0.6,100,13,5000,true,1.000000,,315,5000,"Fail (P=100.0%, StandardRemote)",fail
timing-tvla,medium,shift,1,ar1-n0.6,,9,5000,true,,,0,10000,"|t|=22.06, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,9,5000,true,1.000000,,4,10000,"D=0.1834, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,9,5000,true,1.000000,,0,10000,"A²=228.6322, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,9,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
silent-native,medium,shift,1,ar1-n0.6,,25,5000,false,0.050000,,223,10000,"diff=156.8ns, CI_lower=145.2ns, Δ=175.2ns",pass
silent-native,medium,shift,1,ar1-n0.6,,14,5000,false,0.050000,,259,10000,"diff=152.7ns, CI_lower=140.2ns, Δ=174.9ns",pass
tacet,medium,shift,1,ar1-n0.6,0.4,4,5000,true,1.000000,,358,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,7,5000,true,1.000000,,375,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,7,5000,true,,,4,10000,"max|t|=21.99, tau=-0.2199, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,7,5000,true,,,0,10000,"|t|=21.99, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,7,5000,true,1.000000,,1,10000,"D=0.1718, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,7,5000,true,1.000000,,0,10000,"A²=223.1597, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,7,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
silent-native,medium,shift,1,ar1-n0.6,,0,5000,false,0.050000,,239,10000,"diff=153.4ns, CI_lower=141.7ns, Δ=173.1ns",pass
silent-native,medium,shift,1,ar1-n0.3,,20,5000,false,0.050000,,212,10000,"diff=149.6ns, CI_lower=139.1ns, Δ=171.6ns",pass
tacet,medium,shift,1,ar1-n0.6,100,19,5000,true,1.000000,,362,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,19,5000,true,,,4,10000,"max|t|=21.81, tau=-0.2181, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,19,5000,true,,,0,10000,"|t|=21.81, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,19,5000,true,1.000000,,1,10000,"D=0.1762, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,19,5000,true,1.000000,,0,10000,"A²=220.9661, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,19,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
tacet,medium,shift,1,ar1-n0.6,100,2,5000,true,1.000000,,367,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,2,5000,true,,,3,10000,"max|t|=21.86, tau=-0.2186, threshold=4.5",fail
tacet,medium,shift,1,ar1-n0.3,100,2,5000,true,1.000000,,363,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.3,,2,5000,true,,,3,10000,"max|t|=22.10, tau=-0.2210, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.3,,2,5000,true,,,0,10000,"|t|=22.10, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.3,,2,5000,true,1.000000,,1,10000,"D=0.1768, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.3,,2,5000,true,1.000000,,0,10000,"A²=231.1708, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.3,,2,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
tacet,medium,shift,1,ar1-n0.6,0.4,26,5000,true,1.000000,,330,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,4,5000,true,1.000000,,345,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,0.4,15,5000,true,1.000000,,349,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,4,5000,true,,,7,10000,"max|t|=20.81, tau=-0.2081, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,4,5000,true,,,0,10000,"|t|=20.81, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,4,5000,true,1.000000,,3,10000,"D=0.1656, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,4,5000,true,1.000000,,0,10000,"A²=203.3261, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,4,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
silent-native,medium,shift,1,ar1-n0.6,,10,5000,false,0.050000,,232,10000,"diff=147.2ns, CI_lower=136.0ns, Δ=171.6ns",pass
tacet,medium,shift,1,ar1-n0.6,0.4,1,5000,true,1.000000,,344,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.3,0.4,21,5000,true,1.000000,,330,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,15,5000,true,1.000000,,345,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,26,5000,true,1.000000,,373,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,15,5000,true,,,6,9980,"max|t|=20.86, tau=-0.2088, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,15,5000,true,,,0,10000,"|t|=20.78, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,15,5000,true,1.000000,,2,10000,"D=0.1724, p=0.0000, alpha=0.05",fail
dudect,medium,shift,1,ar1-n0.6,,26,5000,true,,,3,10000,"max|t|=21.26, tau=-0.2126, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,26,5000,true,,,0,10000,"|t|=21.26, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,26,5000,true,1.000000,,1,10000,"D=0.1750, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,26,5000,true,1.000000,,0,10000,"A²=214.9579, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,26,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
tacet,medium,shift,1,ar1-n0.6,100,1,5000,true,1.000000,,321,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,1,5000,true,,,3,10000,"max|t|=21.10, tau=-0.2110, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,1,5000,true,,,0,10000,"|t|=21.10, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,1,5000,true,1.000000,,1,10000,"D=0.1732, p=0.0000, alpha=0.05",fail
tacet,medium,shift,1,ar1-n0.6,0.4,11,5000,true,1.000000,,372,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.3,100,21,5000,true,1.000000,,352,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.3,,21,5000,true,,,6,9916,"max|t|=21.39, tau=-0.2148, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.3,,21,5000,true,,,0,10000,"|t|=21.14, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.3,,21,5000,true,1.000000,,1,10000,"D=0.1738, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.3,,21,5000,true,1.000000,,0,10000,"A²=215.4499, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.3,,21,5000,true,,,0,10000,non-overlapping box found at [3-8%],fail
tacet,medium,shift,1,ar1-n0.6,100,10,5000,true,1.000000,,331,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,10,5000,true,,,3,9960,"max|t|=21.46, tau=-0.2150, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,10,5000,true,,,0,10000,"|t|=21.44, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,10,5000,true,1.000000,,1,10000,"D=0.1732, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,10,5000,true,1.000000,,0,10000,"A²=217.2892, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,10,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
tacet,medium,shift,1,iid,0.4,15,5000,true,1.000000,,335,5000,"Fail (P=100.0%, StandardRemote)",fail
tacet,medium,shift,1,ar1-n0.6,100,11,5000,true,1.000000,,335,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,ar1-n0.6,,11,5000,true,,,3,10000,"max|t|=21.81, tau=-0.2181, threshold=4.5",fail
timing-tvla,medium,shift,1,ar1-n0.6,,11,5000,true,,,0,10000,"|t|=21.81, threshold=4.5",fail
ks-test,medium,shift,1,ar1-n0.6,,11,5000,true,1.000000,,1,10000,"D=0.1746, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,ar1-n0.6,,11,5000,true,1.000000,,0,10000,"A²=218.6976, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,ar1-n0.6,,11,5000,true,,,0,10000,non-overlapping box found at [5-10%],fail
tacet,medium,shift,1,iid,100,15,5000,true,1.000000,,372,5000,"Fail (P=100.0%, StandardRemote)",fail
dudect,medium,shift,1,iid,,15,5000,true,,,10,10000,"max|t|=48.83, tau=-0.4883, threshold=4.5",fail
timing-tvla,medium,shift,1,iid,,15,5000,true,,,0,10000,"|t|=48.83, threshold=4.5",fail
ks-test,medium,shift,1,iid,,15,5000,true,1.000000,,2,10000,"D=0.3826, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,1,iid,,15,5000,true,1.000000,,0,10000,"A²=974.0886, p=0.0000, alpha=0.05",fail
mona,medium,shift,1,iid,,15,5000,true,,,0,10000,non-overlapping box found at [1-6%],fail
rtlf-native,medium,shift,1,ar1-n0.6,,21,5000,true,0.910000,,3273,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.82",fail
silent-native,medium,shift,1,ar1-n0.6,,21,5000,false,0.050000,,243,10000,"diff=147.9ns, CI_lower=137.0ns, Δ=174.2ns",pass
rtlf-native,medium,shift,1,ar1-n0.3,,8,5000,true,0.910000,,3153,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.77",fail
rtlf-native,medium,shift,1,ar1-n0.6,,20,5000,true,0.910000,,3276,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=7.00",fail
rtlf-native,medium,shift,1,ar1-n0.6,,16,5000,true,0.910000,,3272,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.18",fail
silent-native,medium,shift,1,ar1-n0.3,,8,5000,false,0.050000,,219,10000,"diff=146.7ns, CI_lower=135.6ns, Δ=172.4ns",pass
tacet,medium,shift,1,ar1-n0.6,0.4,22,5000,true,1.000000,,309,5000,"Fail (P=100.0%, StandardRemote)",fail
rtlf-native,medium,shift,1,ar1-n0.6,,9,5000,true,0.910000,,3242,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=8.04",fail
silent-native,medium,shift,1,ar1-n0.6,,20,5000,false,0.050000,,209,10000,"diff=149.7ns, CI_lower=137.7ns, Δ=172.3ns",pass
rtlf-native,medium,shift,1,ar1-n0.6,,7,5000,true,0.910000,,3259,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.86",fail
rtlf-native,medium,shift,1,ar1-n0.3,,2,5000,true,0.910000,,3183,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.33",fail
rtlf-native,medium,shift,1,ar1-n0.6,,19,5000,true,0.910000,,3234,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=6.77",fail
